Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,Male,Country,Timestamp,Clicked on Ad
41.39,41,68962.32,167.22,Exclusive neutral parallelism,0,Turkey,2016-06-13 17:27,1
47.23,38,70582.55,149.8,Implemented context-sensitive Local Area Network,1,Turkey,2016-06-22 5:22,1
85.54,27,48761.14,175.43,Right-sized solution-oriented benchmark,1,Turkey,2016-03-31 13:54,0
40.34,29,32549.95,173.75,Object-based motivating instruction set,0,Turkey,2016-03-30 5:29,1
56.01,26,46339.25,127.26,Re-engineered real-time success,0,Turkey,2016-07-05 18:59,1
82.87,37,67938.77,213.36,Front-line fresh-thinking open system,0,Turkey,2016-06-28 20:13,0
83.26,40,70225.6,187.76,Decentralized foreground infrastructure,1,Turkey,2016-01-02 14:36,0
82.37,30,63664.32,207.44,Open-architected system-worthy ability,0,Turkey,2016-06-29 4:23,0
35.79,44,33813.08,165.62,Enterprise-wide tangible model,1,Turkey,2016-04-20 13:36,1
44.33,37,52723.34,123.72,Visionary maximized process improvement,1,Turkey,2016-01-08 9:32,1
69,32,72683.35,221.21,Virtual composite model,1,Turkey,2016-02-11 4:37,0
32.84,40,41232.89,171.72,Triple-buffered 3rdgeneration migration,0,Turkey,2016-03-10 1:36,1
68.95,35,61833.9,256.09,Cloned 5thgeneration orchestration,0,Turkey,2016-03-27 0:53,0
64.24,30,59784.18,252.36,Front-line intermediate database,0,Turkey,2016-04-16 11:53,0
75.74,25,61005.87,215.25,Ergonomic multi-state structure,1,Turkey,2016-01-16 11:35,0
42.84,52,27073.27,182.2,Enhanced optimizing website,1,Turkey,2016-03-21 11:02,1
62.31,47,62722.57,119.3,Team-oriented encompassing portal,0,Turkey,2016-02-14 7:36,1
33.21,43,42650.32,167.07,Polarized clear-thinking budgetary management,1,Turkey,2016-05-10 17:39,1
78.7,30,53441.69,133.99,Compatible intangible customer loyalty,0,Turkey,2016-02-10 19:20,1
83.47,39,64447.77,226.11,Total directional approach,0,Turkey,2016-05-15 20:48,0
59.13,44,49525.37,106.04,Upgradable heuristic system engine,1,Turkey,2016-06-09 17:11,1
46.89,48,72553.94,176.78,Polarized mission-critical structure,1,Turkey,2016-07-17 13:22,1
43.07,36,60583.02,137.63,Monitored zero administration collaboration,1,Turkey,2016-02-11 20:45,1
53.92,41,25739.09,125.46,Business-focused transitional solution,1,Turkey,2016-06-12 11:17,1
82.52,32,66572.39,198.11,Persevering exuding system engine,1,USA,2016-05-08 15:38,0
37.68,52,53575.48,172.83,Organic leadingedge secured line,1,USA,2016-02-17 13:16,1
49.95,39,68737.75,136.59,Cloned object-oriented benchmark,0,USA,2016-03-24 9:12,1
81.21,36,63394.41,233.04,User-friendly content-based customer loyalty,0,USA,2016-01-02 9:30,0
87.85,34,51816.27,153.01,Digitized interactive initiative,0,USA,2016-03-19 8:00,0
86.81,29,50820.74,199.62,Multi-channeled scalable moratorium,1,USA,2016-02-21 16:57,0
35.33,32,51510.18,200.22,Organized client-driven alliance,0,USA,2016-06-05 22:11,1
69.01,46,74543.81,222.63,Advanced full-range migration,0,USA,2016-07-07 13:37,0
69.08,41,77460.07,210.6,Ergonomic client-driven application,0,USA,2016-03-12 1:39,0
76.77,36,58348.41,123.51,Universal even-keeled analyzer,0,USA,2016-05-04 0:01,1
52.68,23,39616,149.2,Vision-oriented attitude-oriented Internet solution,1,USA,2016-07-16 5:56,1
48.53,28,38067.08,134.14,Ameliorated client-driven forecast,1,USA,2016-02-08 10:46,1
77.29,27,66265.34,201.24,Grass-roots 4thgeneration forecast,1,USA,2016-02-15 3:43,0
58.03,31,28387.42,129.33,User-friendly bandwidth-monitored attitude,0,USA,2016-06-29 9:04,1
63.8,38,36037.33,108.7,Adaptive demand-driven knowledgebase,1,USA,2016-03-19 0:27,1
77.56,38,63336.85,130.83,Right-sized multi-tasking solution,1,USA,2016-05-19 3:52,1
39.47,43,65576.05,163.48,Team-oriented systematic installation,1,USA,2016-07-06 23:09,1
36.56,29,42838.29,195.89,Team-oriented bi-directional secured line,0,USA,2016-01-01 15:14,1
59.05,52,50086.17,118.45,Upgradable logistical flexibility,1,USA,2016-04-23 3:46,1
65.82,39,76435.3,221.94,Reactive demand-driven capacity,0,USA,2016-02-09 5:28,0
55.13,45,55605.92,111.71,Customizable executive software,0,USA,2016-02-17 21:55,1
82.68,33,62669.59,222.77,Re-engineered exuding frame,1,USA,2016-06-20 9:35,0
77.65,28,66198.66,208.01,Configurable impactful capacity,0,USA,2016-02-26 19:35,0
78.74,27,51409.45,234.75,Quality-focused zero tolerance matrices,0,USA,2016-06-18 19:10,0
72.6,55,66815.54,162.95,Focused intangible moderator,0,USA,2016-07-13 16:12,1
77.05,27,66624.6,191.14,Reduced bi-directional strategy,0,USA,2016-01-21 23:48,0
79.91,32,62772.42,230.18,Total zero administration software,1,USA,2016-06-17 3:02,0
49.84,38,67781.31,135.24,Phased hybrid superstructure,1,USA,2016-05-18 3:19,1
76.27,27,60082.66,226.69,Total coherent superstructure,1,USA,2016-06-18 1:42,0
45.53,29,56129.89,141.58,Front-line neutral alliance,0,USA,2016-04-22 22:01,1
79.94,28,58526.04,225.29,Visionary reciprocal circuit,0,USA,2016-05-03 21:19,0
60.07,42,65963.37,120.75,Total user-facing hierarchy,1,USA,2016-04-15 10:16,1
47.9,42,48467.68,114.53,Cross-group human-resource time-frame,0,USA,2016-02-24 19:08,1
75.7,29,67633.44,215.44,Profound zero administration instruction set,0,USA,2016-01-14 0:23,0
36.08,45,41417.27,151.47,Automated client-driven orchestration,1,USA,2016-07-03 4:11,1
81.17,30,57195.96,231.91,Optimized static archive,1,USA,2016-06-03 7:00,0
35.21,39,52340.1,154,Advanced disintermediate data-warehouse,1,USA,2016-03-25 6:36,1
55.2,39,76560.59,159.46,Exclusive zero tolerance alliance,1,USA,2016-05-30 7:36,1
86.78,30,54952.42,170.13,Fundamental zero tolerance solution,1,USA,2016-02-18 23:08,0
43.01,35,48347.64,127.37,Organized 24/7 middleware,0,USA,2016-06-11 9:37,1
50.6,30,34191.13,129.88,Realigned reciprocal framework,1,USA,2016-05-03 12:57,1
79.89,30,50356.06,241.38,Synergized uniform hierarchy,1,USA,2016-05-30 8:35,0
79.81,37,51847.26,253.17,Realigned global initiative,0,Uruguay,2016-05-13 14:12,0
74.59,23,40135.06,158.35,Phased clear-thinking encoding,1,Uruguay,2016-02-15 16:52,1
68.95,51,74623.27,185.85,Front-line bandwidth-monitored capacity,1,Uruguay,2016-03-15 20:19,0
53.22,44,44307.18,108.85,Horizontal client-server database,0,Uruguay,2016-05-26 6:03,1
73.57,30,70377.23,212.38,Pre-emptive transitional protocol,0,Uruguay,2016-03-20 8:22,0
78.76,32,70012.83,208.02,Managed attitude-oriented Internet solution,1,Uruguay,2016-04-20 10:04,0
75.03,34,35764.49,255.57,Networked local secured line,0,Uruguay,2016-05-29 18:12,1
78.79,32,68324.48,215.29,Stand-alone background open system,1,Uruguay,2016-02-21 13:11,0
80.87,28,63528.8,203.3,Ameliorated local workforce,0,Uruguay,2016-02-27 20:20,0
37.75,36,35466.8,225.24,Polarized dynamic throughput,0,Vietnam,2016-02-26 19:48,1
76.58,46,41884.64,258.26,Secured 24hour policy,0,Vietnam,2016-01-03 16:30,0
38.35,41,34886.01,144.69,Synergistic reciprocal attitude,1,Vietnam,2016-06-24 8:42,1
68.25,33,76480.16,198.86,Organic well-modulated database,1,Vietnam,2016-05-30 8:02,0
73.49,38,67132.46,244.23,Organic 3rdgeneration encryption,0,Vietnam,2016-02-14 11:36,0
67.47,24,60514.05,225.05,Multi-tiered heuristic strategy,1,Vietnam,2016-03-20 7:12,0
78.58,33,51772.58,250.11,Centralized user-facing service-desk,1,Vietnam,2016-04-16 10:36,0
75.24,24,52252.91,226.49,Vision-oriented next generation solution,0,Vietnam,2016-02-25 16:33,0
52.7,34,58543.94,118.6,Integrated human-resource encoding,1,Vietnam,2016-05-08 12:12,1
81.03,28,63727.5,201.15,Persevering tertiary capability,0,Vietnam,2016-01-06 13:20,0
61.72,26,67279.06,218.49,Grass-roots systematic hardware,0,Vietnam,2016-02-14 7:15,0
64.75,36,63001.03,117.66,Multi-tiered stable leverage,0,Vietnam,2016-04-06 1:19,1
41.16,49,59448.44,150.83,Configurable interactive contingency,1,Vietnam,2016-03-28 9:15,1
72.94,31,74159.69,190.84,Multi-tiered real-time implementation,0,Vietnam,2016-04-29 13:38,0
84.76,30,61039.13,178.69,Monitored 24/7 moratorium,0,Vietnam,2016-05-14 23:08,0
39.85,38,31343.39,145.96,Profit-focused dedicated utilization,0,Vietnam,2016-01-03 3:22,1
81.37,33,66412.04,215.04,Enhanced regional conglomeration,0,Vietnam,2016-01-15 1:20,0
43.49,45,47968.32,124.67,Synchronized full-range portal,0,Vietnam,2016-06-14 12:08,1
56.89,37,37334.78,109.29,Open-source coherent policy,1,Zimbabwe,2016-05-25 0:19,1
73.95,35,67714.82,238.58,Persevering even-keeled help-desk,0,Zimbabwe,2016-04-10 14:48,0
74.06,23,40345.49,225.99,Phased content-based middleware,0,Zimbabwe,2016-07-23 6:18,0
80.96,39,67866.95,225,Integrated leadingedge frame,1,Zimbabwe,2016-01-17 4:12,0
41.49,53,31947.65,169.18,Persevering reciprocal firmware,0,Zimbabwe,2016-07-03 9:22,1
39.56,41,59243.46,143.13,Ameliorated exuding solution,1,Zimbabwe,2016-05-13 11:57,1
66.14,41,78092.95,165.27,Re-engineered impactful software,0,Zimbabwe,2016-03-23 8:52,0
43.65,39,63649.04,138.87,Business-focused background synergy,0,Zimbabwe,2016-05-08 22:24,1
75.42,26,63373.7,164.25,Optional regional throughput,1,Zimbabwe,2016-02-26 17:14,0
87.16,37,50711.68,231.95,Pre-emptive content-based frame,1,Zimbabwe,2016-03-16 20:33,0
67.51,43,23942.61,127.2,Digitized homogeneous core,0,Zimbabwe,2016-04-29 14:10,1
50.32,40,27964.6,125.65,Realigned intangible benchmark,0,Zimbabwe,2016-04-27 18:25,1
77.35,34,72330.57,167.26,Total bi-directional success,0,Zimbabwe,2016-03-09 12:10,0
72.88,44,64011.26,125.12,Customer-focused explicit challenge,0,Zimbabwe,2016-04-21 19:56,1
51.5,34,67050.16,135.31,Configurable dynamic adapter,0,Zimbabwe,2016-03-15 11:25,1
88.72,32,43870.51,211.87,Customer-focused system-worthy superstructure,1,Zimbabwe,2016-01-03 17:10,0
52.7,41,41059.64,109.34,Team-oriented high-level orchestration,1,Zimbabwe,2016-01-31 8:50,1
49.96,55,60968.62,151.94,Multi-layered user-facing parallelism,1,Zimbabwe,2016-04-04 0:02,1
49.67,27,28019.09,153.69,Face-to-face reciprocal methodology,0,Zimbabwe,2016-05-09 8:44,1
67.35,29,47510.42,118.69,Sharable secondary Graphical User Interface,0,Zimbabwe,2016-04-28 21:58,1
56.64,29,55984.89,123.24,Versatile 6thgeneration parallelism,1,Zimbabwe,2016-02-27 8:52,1
36.91,48,54645.2,159.69,Ameliorated coherent open architecture,0,Zimbabwe,2016-02-24 7:13,1
81.56,26,51363.16,213.7,Open-source scalable protocol,1,Zimbabwe,2016-07-13 21:31,0
83.98,36,68305.91,194.62,Profit-focused secondary portal,0,Zimbabwe,2016-02-24 0:44,0
